Instance Name, CC2 Result, CLEVER Result, Reve Result
./nestedMerge/EQ_UnchLoopNEQ_LoopUnreach20/libA , equiv; 0.933100, equiv; 0.098200, equiv; 0.020000
./nestedMerge/EQ_UnchLoopNEQ_getSign/libA , equiv; 0.913600, equiv; 0.102000, equiv; 0.020000
./nestedMerge/EQ_divideEQ_LoopMult20/libA , equiv; 1.831100, equiv; 0.403800, timeout; 300.000000
./nestedMerge/EQ_divideEQ_UnchLoop/libA , equiv; 40.328500, equiv; 0.126200, equiv; 0.360000
./nestedMerge/EQ_divideEQ_odd/libA , equiv; 12.519700, timeout; 300.000000, unknown; 0.020000
./nestedMerge/EQ_divideEQ_pos/libA , equiv; 22.411500, timeout; 300.000000, unknown; 0.010000
./nestedMerge/EQ_divideEQ_pos2/libA , equiv; 0.330900, timeout; 300.000000, not equiv; 0.030000
./nestedMerge/EQ_divideEXTRA_ultra_prime_sum/libA , equiv; 76.306900, timeout; 300.000000, unknown; 0.260000
./nestedMerge/EQ_getSign2EQ_LoopMult20/libA , equiv; 1.860600, equiv; 0.414500, timeout; 300.000000
./nestedMerge/EQ_getSign2EQ_UnchLoop/libA , equiv; 40.330700, equiv; 0.126100, equiv; 0.300000
./nestedMerge/EQ_getSign2EQ_odd/libA , equiv; 11.128200, equiv; 14.882000, unknown; 0.020000
./nestedMerge/EQ_getSign2EQ_pos/libA , equiv; 21.962400, timeout; 300.000000, unknown; 0.020000
./nestedMerge/EQ_getSign2EQ_pos2/libA , equiv; 0.314400, timeout; 300.000000, not equiv; 0.030000
./nestedMerge/EQ_getSign2EXTRA_ultra_prime_sum/libA , equiv; 76.429400, timeout; 300.000000, unknown; 0.240000
./nestedMerge/EQ_is_prime1EQ_LoopMult20/libA , equiv; 1.774600, equiv; 0.391600, timeout; 300.000000
./nestedMerge/EQ_is_prime1EQ_UnchLoop/libA , equiv; 40.304600, equiv; 0.101900, equiv; 0.290000
./nestedMerge/EQ_is_prime1EQ_odd/libA , equiv; 12.472000, timeout; 300.000000, unknown; 0.020000
./nestedMerge/EQ_is_prime1EQ_pos/libA , equiv; 11.291200, timeout; 300.000000, unknown; 0.020000
./nestedMerge/EQ_is_prime1EQ_pos2/libA , equiv; 0.280000, timeout; 300.000000, not equiv; 0.030000
./nestedMerge/EQ_is_prime1EXTRA_ultra_prime_sum/libA , equiv; 76.353400, timeout; 300.000000, unknown; 0.160000
./nestedMerge/EQ_is_prime2EQ_LoopMult20/libA , equiv; 0.789200, equiv; 0.401900, timeout; 300.000000
./nestedMerge/EQ_is_prime2EQ_UnchLoop/libA , equiv; 0.291300, equiv; 0.143400, equiv; 0.710000
./nestedMerge/EQ_is_prime2EQ_odd/libA , equiv; 21.904200, equiv; 14.216600, unknown; 0.020000
./nestedMerge/EQ_is_prime2EQ_pos/libA , equiv; 23.076900, timeout; 300.000000, unknown; 0.020000
./nestedMerge/EQ_is_prime2EQ_pos2/libA , equiv; 0.484200, timeout; 300.000000, not equiv; 0.030000
./nestedMerge/EQ_is_prime2EXTRA_ultra_prime_sum/libA , equiv; 153.963700, timeout; 300.000000, unknown; 2.270000
./nestedMerge/EQ_is_prime3EQ_LoopMult20/libA , equiv; 2.320400, equiv; 0.478200, unknown; 0.020000
./nestedMerge/EQ_is_prime3EQ_UnchLoop/libA , equiv; 40.349800, equiv; 0.213300, unknown; 0.020000
./nestedMerge/EQ_is_prime3EQ_odd/libA , timeout; 300.000000, timeout; 300.000000, unknown; 0.020000
./nestedMerge/EQ_is_prime3EQ_pos/libA , equiv; 22.442600, timeout; 300.000000, unknown; 0.020000
./nestedMerge/EQ_is_prime3EQ_pos2/libA , equiv; 0.665900, timeout; 300.000000, unknown; 0.020000
./nestedMerge/EQ_is_prime3EXTRA_ultra_prime_sum/libA , equiv; 76.571400, timeout; 300.000000, unknown; 0.020000
./nestedMerge/EQ_ltfiveBoundEQ_LoopMult20/libA , equiv; 1.148100, equiv; 0.683300, equiv; 14.860000
./nestedMerge/EQ_ltfiveBoundEQ_UnchLoop/libA , equiv; 0.323700, equiv; 0.171300, equiv; 1.260000
./nestedMerge/EQ_ltfiveBoundEQ_odd/libA , equiv; 1.944000, equiv; 1.539400, unknown; 0.020000
./nestedMerge/EQ_ltfiveBoundEQ_pos/libA , equiv; 27.902900, equiv; 31.737100, unknown; 0.020000
./nestedMerge/EQ_ltfiveBoundEQ_pos2/libA , equiv; 0.553700, equiv; 31.420000, not equiv; 0.080000
./nestedMerge/EQ_ltfiveBoundEXTRA_ultra_prime_sum/libA , equiv; 141.830200, equiv; 154.909500, unknown; 9.860000
./nestedMerge/EQ_ltfiveEQ_LoopMult20/libA , equiv; 1.176000, equiv; 0.770300, equiv; 15.750000
./nestedMerge/EQ_ltfiveEQ_UnchLoop/libA , equiv; 0.315700, equiv; 0.142300, equiv; 1.600000
./nestedMerge/EQ_ltfiveEQ_odd/libA , equiv; 22.955300, equiv; 39.955400, unknown; 0.020000
./nestedMerge/EQ_ltfiveEQ_pos/libA , equiv; 32.084200, timeout; 300.000000, unknown; 0.020000
./nestedMerge/EQ_ltfiveEQ_pos2/libA , equiv; 0.507200, timeout; 300.000000, not equiv; 0.060000
./nestedMerge/EQ_ltfiveEXTRA_ultra_prime_sum/libA , equiv; 141.900100, timeout; 300.000000, unknown; 0.310000
./nestedMerge/EQ_multipleBoundEQ_LoopMult20/libA , equiv; 1.246200, equiv; 0.166800, equiv; 0.030000
./nestedMerge/EQ_multipleBoundEQ_UnchLoop/libA , equiv; 40.315800, equiv; 0.138100, equiv; 0.100000
./nestedMerge/EQ_multipleBoundEQ_odd/libA , equiv; 12.175900, timeout; 300.000000, unknown; 0.010000
./nestedMerge/EQ_multipleBoundEQ_pos/libA , equiv; 22.498500, equiv; 144.845600, unknown; 0.020000
./nestedMerge/EQ_multipleBoundEQ_pos2/libA , equiv; 0.360600, timeout; 300.000000, not equiv; 0.040000
./nestedMerge/EQ_multipleBoundEXTRA_ultra_prime_sum/libA , equiv; 75.273000, timeout; 300.000000, unknown; 0.160000
./nestedMerge/EQ_multipleEQ_LoopMult20/libA , equiv; 1.843500, equiv; 0.374200, equiv; 0.030000
./nestedMerge/EQ_multipleEQ_UnchLoop/libA , equiv; 40.299400, equiv; 0.105900, equiv; 0.100000
./nestedMerge/EQ_multipleEQ_odd/libA , equiv; 12.526100, timeout; 300.000000, unknown; 0.020000
./nestedMerge/EQ_multipleEQ_pos/libA , equiv; 11.333800, timeout; 300.000000, unknown; 0.020000
./nestedMerge/EQ_multipleEQ_pos2/libA , equiv; 0.302200, timeout; 300.000000, not equiv; 0.030000
./nestedMerge/EQ_multipleEXTRA_ultra_prime_sum/libA , equiv; 75.227200, timeout; 300.000000, unknown; 0.160000
./nestedMerge/EQ_oddEQ_Add/libA , equiv; 0.174900, equiv; 0.101700, equiv; 0.020000
./nestedMerge/EQ_oddEQ_Const/libA , equiv; 0.158100, equiv; 0.106700, equiv; 0.020000
./nestedMerge/EQ_oddEQ_LoopMult20/libA , equiv; 1.822000, equiv; 0.366000, equiv; 22.710000
./nestedMerge/EQ_oddEQ_LoopUnreach20/libA , equiv; 1.245300, equiv; 0.149100, equiv; 0.020000
./nestedMerge/EQ_oddEQ_UnchLoop/libA , equiv; 40.290200, equiv; 0.105200, equiv; 0.100000
./nestedMerge/EQ_oddEQ_divide/libA , equiv; 0.178500, equiv; 0.150300, equiv; 0.020000
./nestedMerge/EQ_oddEQ_getSign2/libA , equiv; 0.965600, equiv; 0.150300, equiv; 0.020000
./nestedMerge/EQ_oddEQ_is_prime1/libA , equiv; 1.027000, equiv; 0.093600, unknown; 0.020000
./nestedMerge/EQ_oddEQ_is_prime2/libA , not equiv; 1.552500, not equiv; 0.761500, unknown; 0.020000
./nestedMerge/EQ_oddEQ_is_prime3/libA , equiv; 26.811600, equiv; 0.768800, unknown; 0.020000
./nestedMerge/EQ_oddEQ_ltfive/libA , not equiv; 0.670800, not equiv; 0.329700, equiv; 0.030000
./nestedMerge/EQ_oddEQ_ltfiveBound/libA , equiv; 0.453200, equiv; 0.287300, equiv; 0.040000
./nestedMerge/EQ_oddEQ_multiple/libA , not equiv; 0.470900, not equiv; 0.235100, equiv; 0.020000
./nestedMerge/EQ_oddEQ_multipleBound/libA , equiv; 1.079400, equiv; 0.324600, equiv; 0.020000
./nestedMerge/EQ_oddEQ_odd/libA , equiv; 12.515200, timeout; 300.000000, unknown; 0.010000
./nestedMerge/EQ_oddEQ_one/libA , not equiv; 0.741800, not equiv; 0.213900, not equiv; 0.030000
./nestedMerge/EQ_oddEQ_oneBound/libA , equiv; 0.480400, equiv; 0.249700, equiv; 0.030000
./nestedMerge/EQ_oddEQ_oneN2/libA , equiv; 1.417900, equiv; 0.221000, equiv; 0.020000
./nestedMerge/EQ_oddEQ_pos/libA , equiv; 11.297600, timeout; 300.000000, unknown; 0.020000
./nestedMerge/EQ_oddEQ_pos2/libA , equiv; 0.296300, timeout; 300.000000, not equiv; 0.030000
./nestedMerge/EQ_oddEQ_pos3/libA , equiv; 1.189400, equiv; 0.141600, equiv; 0.030000
./nestedMerge/EQ_oddEXTRA_ultra_prime_sum/libA , equiv; 76.056200, timeout; 300.000000, unknown; 0.160000
./nestedMerge/EQ_oddNEQ_LoopMult20/libA , equiv; 1.863400, equiv; 0.368400, equiv; 22.360000
./nestedMerge/EQ_oddNEQ_LoopUnreach20/libA , not equiv; 0.483200, not equiv; 0.151300, not equiv; 0.020000
./nestedMerge/EQ_oddNEQ_getSign/libA , not equiv; 0.447300, not equiv; 0.158600, not equiv; 0.020000
./nestedMerge/EQ_oneBoundEQ_LoopMult20/libA , equiv; 0.927600, equiv; 0.495800, timeout; 300.000000
./nestedMerge/EQ_oneBoundEQ_UnchLoop/libA , equiv; 0.311600, equiv; 0.167700, equiv; 0.760000
./nestedMerge/EQ_oneBoundEQ_odd/libA , equiv; 24.092700, timeout; 300.000000, unknown; 0.020000
./nestedMerge/EQ_oneBoundEQ_pos/libA , equiv; 25.521200, equiv; 15.412200, unknown; 0.020000
./nestedMerge/EQ_oneBoundEQ_pos2/libA , equiv; 0.500300, timeout; 300.000000, not equiv; 0.080000
./nestedMerge/EQ_oneBoundEXTRA_ultra_prime_sum/libA , equiv; 142.442100, equiv; 6.777400, unknown; 0.260000
./nestedMerge/EQ_oneEQ_LoopMult20/libA , equiv; 2.684900, equiv; 0.500800, timeout; 300.000000
./nestedMerge/EQ_oneEQ_UnchLoop/libA , equiv; 0.284900, equiv; 0.145800, equiv; 1.060000
./nestedMerge/EQ_oneEQ_odd/libA , equiv; 17.628600, timeout; 300.000000, unknown; 0.020000
./nestedMerge/EQ_oneEQ_pos/libA , equiv; 14.815100, timeout; 300.000000, unknown; 0.020000
./nestedMerge/EQ_oneEQ_pos2/libA , equiv; 0.451500, timeout; 300.000000, not equiv; 0.070000
./nestedMerge/EQ_oneEXTRA_ultra_prime_sum/libA , equiv; 154.329300, timeout; 300.000000, unknown; 0.260000
./nestedMerge/EQ_oneN2EQ_LoopMult20/libA , equiv; 2.679800, equiv; 0.505300, timeout; 300.000000
./nestedMerge/EQ_oneN2EQ_UnchLoop/libA , equiv; 0.286000, equiv; 0.145700, equiv; 1.060000
./nestedMerge/EQ_oneN2EQ_odd/libA , equiv; 13.830400, timeout; 300.000000, unknown; 0.010000
./nestedMerge/EQ_oneN2EQ_pos/libA , equiv; 14.762100, timeout; 300.000000, unknown; 0.020000
./nestedMerge/EQ_oneN2EQ_pos2/libA , equiv; 0.463900, timeout; 300.000000, not equiv; 0.070000
./nestedMerge/EQ_oneN2EXTRA_ultra_prime_sum/libA , equiv; 147.903000, timeout; 300.000000, unknown; 0.260000
./nestedMerge/EQ_pos2EQ_Add/libA , equiv; 0.260900, equiv; 0.144400, equiv; 0.020000
./nestedMerge/EQ_pos2EQ_Const/libA , equiv; 0.268000, equiv; 0.126300, equiv; 0.020000
./nestedMerge/EQ_pos2EQ_LoopMult20/libA , equiv; 0.522900, equiv; 0.157100, equiv; 0.030000
./nestedMerge/EQ_pos2EQ_LoopUnreach20/libA , equiv; 0.537100, equiv; 0.153100, equiv; 0.020000
./nestedMerge/EQ_pos2EQ_UnchLoop/libA , equiv; 0.294600, equiv; 0.126700, equiv; 0.600000
./nestedMerge/EQ_pos2EQ_divide/libA , equiv; 0.365800, equiv; 0.151800, equiv; 0.030000
./nestedMerge/EQ_pos2EQ_getSign2/libA , equiv; 0.468300, equiv; 0.146500, equiv; 0.030000
./nestedMerge/EQ_pos2EQ_is_prime1/libA , equiv; 0.497500, equiv; 0.136100, unknown; 0.020000
./nestedMerge/EQ_pos2EQ_is_prime2/libA , equiv; 0.704800, equiv; 0.167200, unknown; 0.030000
./nestedMerge/EQ_pos2EQ_is_prime3/libA , equiv; 3.238300, equiv; 1.487100, unknown; 0.030000
./nestedMerge/EQ_pos2EQ_ltfive/libA , not equiv; 1.089300, not equiv; 0.254800, equiv; 0.040000
./nestedMerge/EQ_pos2EQ_ltfiveBound/libA , equiv; 0.891400, equiv; 0.263900, equiv; 0.070000
./nestedMerge/EQ_pos2EQ_multiple/libA , not equiv; 1.185600, not equiv; 0.358500, equiv; 0.030000
./nestedMerge/EQ_pos2EQ_multipleBound/libA , equiv; 0.840500, equiv; 0.464600, equiv; 0.040000
./nestedMerge/EQ_pos2EQ_odd/libA , equiv; 24.806400, timeout; 300.000000, unknown; 0.020000
./nestedMerge/EQ_pos2EQ_one/libA , not equiv; 0.976300, not equiv; 0.204100, not equiv; 0.030000
./nestedMerge/EQ_pos2EQ_oneBound/libA , equiv; 0.773000, equiv; 0.254600, equiv; 0.050000
./nestedMerge/EQ_pos2EQ_oneN2/libA , not equiv; 0.984200, not equiv; 0.221800, equiv; 0.030000
./nestedMerge/EQ_pos2EQ_pos/libA , equiv; 23.475000, timeout; 300.000000, unknown; 0.020000
./nestedMerge/EQ_pos2EQ_pos2/libA , equiv; 0.469900, timeout; 300.000000, not equiv; 0.040000
./nestedMerge/EQ_pos2EQ_pos3/libA , equiv; 0.355000, equiv; 0.178200, equiv; 0.030000
./nestedMerge/EQ_pos2EXTRA_ultra_prime_sum/libA , equiv; 141.603300, equiv; 0.192200, unknown; 0.290000
./nestedMerge/EQ_pos2NEQ_LoopMult20/libA , equiv; 0.526700, equiv; 0.154000, equiv; 0.040000
./nestedMerge/EQ_pos2NEQ_LoopUnreach20/libA , equiv; 0.508500, equiv; 0.154700, equiv; 0.020000
./nestedMerge/EQ_pos2NEQ_getSign/libA , not equiv; 0.750800, not equiv; 0.194600, not equiv; 0.030000
./nestedMerge/EQ_pos3EQ_LoopMult20/libA , equiv; 1.150300, equiv; 0.133300, equiv; 0.020000
./nestedMerge/EQ_pos3EQ_UnchLoop/libA , equiv; 40.290900, equiv; 0.125000, equiv; 0.300000
./nestedMerge/EQ_pos3EQ_odd/libA , equiv; 11.370700, equiv; 25.546600, unknown; 0.020000
./nestedMerge/EQ_pos3EQ_pos/libA , equiv; 21.984100, timeout; 300.000000, unknown; 0.010000
./nestedMerge/EQ_pos3EQ_pos2/libA , equiv; 0.323200, timeout; 300.000000, unknown; 0.010000
./nestedMerge/EQ_pos3EXTRA_ultra_prime_sum/libA , equiv; 76.173600, equiv; 0.163800, equiv; 0.090000
./nestedMerge/EQ_posEQ_Add/libA , equiv; 0.259400, equiv; 0.126800, equiv; 0.020000
./nestedMerge/EQ_posEQ_Const/libA , equiv; 0.266800, equiv; 0.127000, equiv; 0.020000
./nestedMerge/EQ_posEQ_LoopMult20/libA , equiv; 0.525400, equiv; 0.150600, equiv; 0.040000
./nestedMerge/EQ_posEQ_LoopUnreach20/libA , equiv; 0.539100, equiv; 0.149000, equiv; 0.020000
./nestedMerge/EQ_posEQ_UnchLoop/libA , equiv; 0.300100, equiv; 0.130600, equiv; 0.600000
./nestedMerge/EQ_posEQ_divide/libA , equiv; 0.366100, equiv; 0.156700, equiv; 0.030000
./nestedMerge/EQ_posEQ_getSign2/libA , equiv; 0.473700, equiv; 0.138900, equiv; 0.030000
./nestedMerge/EQ_posEQ_is_prime1/libA , equiv; 0.500100, equiv; 0.131600, unknown; 0.020000
./nestedMerge/EQ_posEQ_is_prime2/libA , equiv; 0.705200, equiv; 0.155800, unknown; 0.030000
./nestedMerge/EQ_posEQ_is_prime3/libA , equiv; 3.234900, equiv; 1.482900, unknown; 0.020000
./nestedMerge/EQ_posEQ_ltfive/libA , not equiv; 1.099900, not equiv; 0.249700, equiv; 0.040000
./nestedMerge/EQ_posEQ_ltfiveBound/libA , equiv; 0.875300, equiv; 0.261700, equiv; 0.070000
./nestedMerge/EQ_posEQ_multiple/libA , not equiv; 1.181800, not equiv; 0.352700, equiv; 0.020000
./nestedMerge/EQ_posEQ_multipleBound/libA , equiv; 0.839600, equiv; 0.467800, equiv; 0.040000
./nestedMerge/EQ_posEQ_odd/libA , equiv; 24.732200, timeout; 300.000000, unknown; 0.020000
./nestedMerge/EQ_posEQ_one/libA , not equiv; 0.974800, not equiv; 0.206300, not equiv; 0.030000
./nestedMerge/EQ_posEQ_oneBound/libA , equiv; 0.772800, equiv; 0.254000, equiv; 0.050000
./nestedMerge/EQ_posEQ_oneN2/libA , not equiv; 0.987000, not equiv; 0.222400, equiv; 0.030000
./nestedMerge/EQ_posEQ_pos/libA , equiv; 23.337000, timeout; 300.000000, unknown; 0.020000
./nestedMerge/EQ_posEQ_pos2/libA , equiv; 0.485300, timeout; 300.000000, not equiv; 0.040000
./nestedMerge/EQ_posEQ_pos3/libA , equiv; 0.346800, equiv; 0.176900, equiv; 0.030000
./nestedMerge/EQ_posEXTRA_ultra_prime_sum/libA , equiv; 141.720100, equiv; 0.192300, unknown; 0.300000
./nestedMerge/EQ_posNEQ_LoopMult20/libA , equiv; 0.506400, equiv; 0.156200, equiv; 0.040000
